id_achat,id_client,date_achat,montant,produit
1940,409,2025-09-14,48.51,Charger
1941,409,2024-04-29,151.0,Keyboard
1942,409,2025-12-06,63.42,Mouse
1943,409,2024-09-21,145.05,Speaker
1944,409,2023-09-08,458.67,Tablet
1945,410,2023-07-10,244.4,Headphones
1946,410,2025-11-23,172.79,Keyboard
1947,410,2023-11-21,337.51,Tablet
1948,410,2025-09-30,237.28,Tablet
1949,410,2024-05-31,848.39,Phone
1950,411,2024-04-17,146.5,Mouse
1951,411,2023-05-28,205.03,Tablet
1952,411,2024-07-23,130.42,Mouse
1953,411,2025-08-12,94.08,Charger
1954,411,2025-02-25,30.28,Charger
1955,411,2023-02-12,240.86,Speaker
1956,411,2025-09-11,140.03,Webcam
1957,411,2025-07-24,115.03,Headphones
1958,412,2024-10-28,15.63,Charger
1959,412,2023-10-08,260.17,Webcam
1960,412,2024-08-08,299.25,Headphones
1961,412,2024-02-15,387.59,Monitor
1962,412,2023-11-13,309.36,Speaker
1963,412,2025-03-26,2463.0,Laptop
1964,412,2024-03-29,56.08,Charger
1965,412,2025-04-06,49.24,Keyboard
1966,412,2023-02-24,290.05,Webcam
1967,413,2025-02-17,492.61,Speaker
1968,413,2024-05-27,425.46,Monitor
1969,413,2023-10-05,723.36,Phone
1970,413,2023-04-09,22.52,Charger
1971,413,2025-10-23,203.97,Webcam
1972,413,2024-01-24,884.07,Phone
1973,413,2026-01-11,409.14,Speaker
1974,413,2024-05-09,529.13,Monitor
1975,414,2024-03-02,120.96,Keyboard
1976,414,2024-12-16,1597.08,Laptop
1977,414,2024-11-21,457.72,Speaker
1978,414,2024-06-26,77.37,Charger
1979,414,2023-03-22,59.41,Mouse
1980,414,2024-03-17,302.45,Monitor
1981,415,2025-11-04,608.88,Monitor
1982,415,2024-12-30,37.14,Charger
1983,415,2025-11-08,190.32,Webcam
1984,415,2023-05-23,19.39,Charger
1985,415,2024-06-19,666.23,Monitor
1986,415,2025-05-24,17.32,Charger
1987,415,2023-03-08,61.45,Webcam
1988,415,2023-08-09,84.59,Speaker
1989,415,2025-09-14,276.44,Monitor
1990,415,2023-02-04,38.88,Charger
1991,416,2025-06-28,109.94,Monitor
1992,416,2023-02-17,803.82,Phone
1993,416,2024-05-03,77.81,Charger
1994,416,2024-09-01,136.14,Webcam
1995,416,2023-11-25,319.81,Tablet
1996,416,2025-01-18,219.72,Headphones
1997,417,2024-08-31,197.29,Keyboard
1998,417,2024-09-13,537.1,Tablet
1999,417,2023-03-15,694.45,Tablet
2000,417,2026-01-03,117.85,Mouse
2001,417,2025-11-27,281.23,Headphones
2002,417,2024-03-13,287.06,Tablet
2003,418,2026-01-05,39.24,Keyboard
2004,419,2024-08-23,1084.92,Laptop
2005,419,2024-06-23,76.67,Mouse
2006,419,2024-08-10,234.0,Webcam
2007,419,2025-03-25,155.15,Speaker
2008,420,2024-11-08,76.44,Mouse
2009,420,2024-10-12,494.79,Tablet
2010,420,2024-07-03,11.66,Mouse
2011,420,2023-08-12,139.32,Webcam
2012,420,2024-07-09,193.5,Keyboard
2013,420,2024-02-29,965.52,Laptop
2014,420,2025-05-26,336.84,Speaker
2015,420,2023-11-14,95.47,Mouse
2016,420,2025-02-16,334.48,Monitor
2017,421,2024-03-31,48.25,Charger
2018,421,2024-03-08,307.01,Headphones
2019,421,2023-05-28,80.49,Charger
2020,421,2024-12-17,201.83,Speaker
2021,422,2025-11-27,353.63,Tablet
2022,422,2023-05-30,1943.76,Laptop
2023,422,2025-11-18,211.96,Phone
2024,422,2024-05-27,725.26,Phone
2025,422,2025-03-19,131.39,Webcam
2026,422,2023-07-14,276.33,Monitor
2027,423,2023-02-23,2395.46,Laptop
2028,423,2023-08-06,382.67,Headphones
2029,423,2023-07-04,908.08,Phone
2030,423,2024-01-31,286.39,Phone
2031,423,2023-05-14,26.04,Charger
2032,423,2023-10-21,83.27,Charger
2033,423,2024-08-21,732.4,Tablet
2034,423,2023-04-29,314.67,Tablet
2035,424,2023-09-15,211.72,Webcam
2036,424,2025-06-25,838.78,Phone
2037,424,2024-01-22,638.55,Monitor
2038,424,2023-06-03,73.75,Keyboard
2039,424,2023-05-16,477.29,Phone
2040,425,2023-02-02,1239.01,Laptop
2041,425,2023-02-08,224.55,Monitor
2042,425,2024-07-01,691.72,Phone
2043,425,2025-09-04,263.61,Headphones
2044,425,2023-05-08,569.56,Tablet
2045,425,2023-09-18,343.87,Phone
2046,425,2025-07-12,40.57,Mouse
2047,426,2025-09-17,1112.61,Phone
2048,426,2025-01-03,172.3,Monitor
2049,426,2025-09-25,270.41,Phone
2050,426,2024-06-16,644.07,Monitor
2051,426,2025-11-16,2324.07,Laptop
2052,427,2023-07-02,1929.83,Laptop
2053,427,2025-08-27,206.13,Monitor
2054,427,2023-07-27,183.78,Keyboard
2055,427,2023-04-16,15.31,Charger
2056,427,2026-01-16,164.32,Webcam
2057,427,2023-08-22,128.17,Mouse
2058,427,2023-11-24,740.13,Phone
2059,428,2023-05-25,1453.52,Laptop
2060,428,2023-11-03,71.51,Webcam
2061,428,2023-06-10,470.77,Speaker
2062,428,2023-06-10,86.68,Keyboard
2063,428,2023-01-24,380.43,Monitor
2064,428,2024-11-21,565.36,Phone
2065,428,2025-12-19,43.68,Keyboard
2066,429,2024-01-16,111.82,Headphones
2067,430,2023-12-11,2444.77,Laptop
2068,430,2023-04-06,154.6,Headphones
2069,430,2023-05-22,135.5,Mouse
2070,430,2024-09-11,112.71,Keyboard
2071,430,2024-05-30,231.18,Webcam
2072,430,2025-09-16,173.2,Tablet
2073,431,2025-04-20,221.23,Headphones
2074,431,2023-11-14,992.74,Phone
2075,431,2025-01-27,449.78,Monitor
2076,431,2023-11-21,291.31,Webcam
2077,431,2025-02-26,862.97,Laptop
2078,431,2025-08-16,1374.12,Laptop
2079,431,2023-11-04,1489.36,Laptop
2080,431,2025-01-16,332.49,Headphones
2081,431,2024-04-10,256.27,Speaker
2082,431,2025-12-04,117.03,Speaker
2083,431,2025-07-26,34.8,Charger
2084,431,2023-04-24,236.88,Phone
2085,431,2024-12-06,467.78,Tablet
2086,432,2023-11-02,1601.07,Laptop
2087,432,2025-03-17,18.89,Charger
2088,432,2023-01-28,159.34,Tablet
2089,432,2023-05-22,2337.93,Laptop
2090,432,2023-10-19,656.18,Phone
2091,432,2023-11-22,692.98,Tablet
2092,433,2024-03-02,697.14,Phone
2093,433,2023-08-30,33.75,Charger
2094,433,2025-05-09,199.17,Headphones
2095,433,2025-06-30,55.39,Mouse
2096,433,2023-11-09,61.4,Charger
2097,433,2026-01-10,172.19,Keyboard
2098,433,2023-07-30,317.48,Headphones
2099,433,2026-01-14,29.74,Charger
2100,433,2023-05-16,320.75,Phone
2101,434,2023-11-07,642.41,Tablet
2102,434,2023-11-05,602.59,Tablet
2103,434,2024-06-01,124.25,Speaker
2104,434,2024-01-07,373.99,Headphones
2105,434,2023-09-28,1026.73,Laptop
2106,434,2024-09-23,46.97,Charger
2107,435,2025-10-01,206.35,Phone
2108,435,2025-07-27,751.99,Tablet
2109,435,2024-04-23,90.39,Charger
2110,435,2025-08-10,107.09,Mouse
2111,435,2024-10-20,220.01,Webcam
2112,435,2025-03-16,100.08,Headphones
2113,435,2025-10-10,466.16,Monitor
2114,436,2024-04-06,43.5,Mouse
2115,436,2023-12-24,546.85,Tablet
2116,436,2024-11-11,1813.66,Laptop
2117,436,2024-02-12,199.13,Webcam
2118,436,2024-07-07,827.19,Phone
2119,436,2024-01-28,343.5,Monitor
2120,436,2025-04-22,1748.11,Laptop
2121,436,2023-01-29,91.13,Headphones
2122,436,2025-11-01,489.56,Speaker
2123,437,2025-12-15,278.39,Speaker
2124,438,2024-02-13,240.29,Webcam
2125,439,2024-03-31,89.44,Headphones
2126,439,2023-09-26,595.41,Tablet
2127,439,2023-04-29,169.35,Webcam
2128,440,2023-04-24,585.59,Tablet
2129,440,2023-04-26,891.85,Laptop
2130,440,2025-02-24,78.46,Keyboard
2131,441,2024-07-06,51.26,Webcam
2132,441,2023-04-22,2372.26,Laptop
2133,442,2025-09-07,252.73,Tablet
2134,442,2024-11-17,1624.6,Laptop
2135,442,2023-05-23,270.86,Phone
2136,442,2025-12-01,302.49,Headphones
2137,442,2024-12-11,64.28,Charger
2138,443,2023-02-06,69.11,Keyboard
2139,444,2025-12-01,526.13,Phone
2140,444,2023-06-05,437.12,Phone
2141,444,2024-05-27,131.78,Mouse
2142,444,2025-07-20,134.79,Mouse
2143,444,2024-08-02,670.99,Phone
2144,444,2026-01-07,54.13,Webcam
2145,444,2025-12-12,30.29,Mouse
2146,445,2025-08-16,62.29,Mouse
2147,445,2025-12-07,227.15,Webcam
2148,445,2023-05-01,195.84,Keyboard
2149,445,2025-06-21,167.56,Headphones
2150,445,2024-03-01,1976.76,Laptop
2151,445,2024-05-28,1277.03,Laptop
2152,445,2024-12-19,1051.65,Phone
2153,446,2024-07-28,148.74,Webcam
2154,446,2025-02-03,67.38,Keyboard
2155,446,2024-08-16,522.55,Monitor
2156,447,2025-03-05,91.97,Charger
2157,447,2024-04-29,97.46,Charger
2158,447,2025-02-16,80.27,Headphones
2159,447,2024-05-19,270.15,Speaker
2160,447,2025-05-16,257.05,Headphones
2161,448,2023-11-10,112.58,Webcam
2162,449,2024-01-08,136.74,Headphones
2163,449,2025-07-19,91.13,Mouse
2164,449,2023-10-10,95.43,Charger
2165,449,2023-03-26,91.35,Charger
2166,450,2025-12-27,147.23,Mouse
2167,451,2024-07-20,65.13,Speaker
2168,451,2024-10-16,227.44,Speaker
2169,451,2025-01-10,652.44,Phone
2170,451,2025-01-05,79.08,Headphones
2171,451,2024-06-05,1978.37,Laptop
2172,451,2024-10-06,142.99,Mouse
2173,451,2025-01-08,382.96,Tablet
2174,452,2025-01-09,276.67,Headphones
2175,452,2024-12-21,215.93,Phone
2176,452,2023-09-13,213.26,Monitor
2177,452,2023-08-27,263.06,Webcam
2178,452,2024-09-08,17.08,Charger
2179,453,2024-10-31,35.89,Mouse
2180,454,2023-02-26,136.56,Keyboard
2181,454,2023-08-23,2262.65,Laptop
2182,454,2024-05-25,584.88,Phone
2183,454,2024-09-02,120.26,Keyboard
2184,454,2025-09-27,398.13,Monitor
2185,454,2023-09-08,588.64,Monitor
2186,455,2024-09-30,325.69,Headphones
2187,455,2024-08-09,820.46,Phone
2188,456,2023-02-09,155.08,Keyboard
2189,456,2024-11-23,1675.05,Laptop
2190,457,2025-11-12,988.64,Laptop
2191,457,2023-10-14,109.11,Keyboard
2192,457,2023-09-10,1421.47,Laptop
2193,457,2025-07-28,571.31,Tablet
2194,457,2023-10-31,760.76,Phone
2195,457,2023-12-22,98.44,Headphones
2196,457,2023-06-15,70.57,Keyboard
2197,458,2023-02-13,849.04,Phone
2198,458,2024-09-17,89.05,Charger
2199,458,2025-01-21,313.61,Headphones
2200,459,2023-09-08,452.5,Monitor
2201,459,2024-03-14,48.8,Mouse
2202,459,2024-06-26,572.81,Phone
2203,459,2023-11-22,166.42,Webcam
2204,459,2023-02-21,423.3,Speaker
2205,460,2025-03-01,224.55,Webcam
2206,460,2024-09-19,454.75,Speaker
2207,461,2023-09-21,388.35,Phone
2208,461,2024-05-04,62.7,Webcam
2209,462,2025-05-21,135.71,Mouse
2210,462,2024-03-25,770.78,Monitor
2211,462,2024-01-07,309.36,Phone
2212,462,2023-11-10,178.42,Monitor
2213,462,2025-02-12,472.61,Tablet
2214,463,2025-08-18,1298.39,Laptop
2215,463,2025-03-04,469.27,Speaker
2216,463,2024-11-21,130.14,Webcam
2217,463,2024-11-24,231.8,Webcam
2218,463,2023-09-24,1295.58,Laptop
2219,463,2025-02-14,222.04,Phone
2220,463,2025-11-18,342.23,Headphones
2221,464,2023-04-21,340.1,Speaker
2222,464,2024-07-20,91.02,Mouse
2223,465,2023-07-02,194.27,Webcam
2224,465,2023-05-02,428.86,Speaker
2225,466,2024-06-04,159.08,Webcam
2226,467,2025-01-28,220.22,Monitor
2227,468,2025-08-20,258.75,Monitor
2228,468,2024-04-12,195.02,Keyboard
2229,469,2023-08-26,78.34,Keyboard
2230,469,2024-01-19,552.11,Tablet
2231,469,2025-04-03,612.68,Tablet
2232,469,2025-02-24,227.6,Monitor
2233,469,2023-12-21,695.57,Tablet
2234,470,2024-10-26,254.82,Tablet
2235,470,2025-02-18,241.15,Phone
2236,470,2023-02-08,127.67,Keyboard
2237,470,2024-05-11,107.71,Webcam
2238,471,2025-09-26,1931.44,Laptop
2239,471,2023-09-22,55.15,Keyboard
2240,471,2024-06-27,180.37,Webcam
2241,471,2025-09-24,496.87,Tablet
2242,471,2024-05-15,1120.43,Phone
2243,471,2025-12-16,140.35,Mouse
2244,472,2025-09-05,766.06,Tablet
2245,472,2024-11-15,56.53,Keyboard
2246,472,2025-08-26,489.02,Speaker
2247,472,2023-07-27,140.03,Keyboard
2248,472,2025-08-06,431.74,Monitor
2249,472,2023-08-08,778.72,Monitor
2250,472,2025-04-20,71.69,Charger
2251,473,2024-03-31,128.06,Webcam
2252,473,2024-07-01,931.64,Phone
2253,473,2024-08-20,1037.02,Laptop
2254,473,2025-12-23,102.59,Speaker
2255,473,2023-08-06,1482.77,Laptop
2256,473,2024-08-15,206.09,Headphones
2257,474,2025-06-15,526.37,Phone
2258,475,2025-01-23,149.96,Speaker
2259,475,2023-04-27,237.0,Monitor
2260,475,2023-02-15,738.41,Phone
2261,476,2024-12-13,216.04,Webcam
2262,476,2024-08-15,1175.84,Phone
2263,476,2024-10-27,37.22,Mouse
2264,477,2024-02-05,2344.36,Laptop
2265,477,2023-12-10,97.58,Keyboard
2266,477,2024-06-08,61.75,Mouse
2267,478,2025-12-23,32.07,Keyboard
2268,478,2024-01-16,89.73,Keyboard
2269,478,2024-05-18,267.32,Webcam
2270,478,2025-09-29,415.7,Phone
2271,478,2025-01-27,232.8,Webcam
2272,478,2024-03-29,122.52,Mouse
2273,478,2025-05-30,214.65,Monitor
2274,478,2024-07-01,112.0,Mouse
2275,479,2025-07-03,22.32,Charger
2276,480,2024-06-16,156.13,Headphones
2277,480,2026-01-07,493.99,Speaker
2278,480,2023-11-16,1133.15,Phone
2279,480,2023-08-04,79.27,Charger
2280,480,2024-06-01,206.62,Phone
2281,480,2025-09-27,390.16,Monitor
2282,480,2025-06-25,257.95,Speaker
2283,481,2024-01-09,115.1,Headphones
2284,482,2025-07-27,50.52,Mouse
2285,482,2025-08-22,50.98,Webcam
2286,483,2024-01-22,445.87,Monitor
2287,483,2024-02-09,98.38,Webcam
2288,483,2025-02-15,1061.84,Laptop
2289,483,2025-06-12,769.22,Monitor
2290,483,2025-01-17,72.29,Webcam
2291,483,2023-02-18,392.01,Monitor
2292,483,2024-05-19,275.77,Webcam
2293,484,2025-03-22,59.95,Headphones
2294,485,2023-06-16,798.89,Phone
2295,485,2024-09-06,128.78,Keyboard
2296,485,2023-09-06,52.07,Charger
2297,485,2025-09-13,539.6,Monitor
2298,485,2024-06-01,293.31,Webcam
2299,486,2023-05-25,573.2,Phone
2300,486,2025-04-20,16.49,Charger
2301,487,2025-02-19,357.79,Tablet
2302,487,2025-01-06,382.3,Tablet
2303,487,2025-08-12,1263.54,Laptop
2304,487,2024-03-07,99.07,Mouse
2305,488,2023-05-02,38.28,Keyboard
2306,488,2024-12-17,470.73,Monitor
2307,488,2024-09-15,713.87,Phone
2308,488,2023-11-15,647.05,Tablet
2309,488,2024-03-23,78.97,Charger
2310,488,2023-08-29,195.17,Speaker
2311,488,2024-08-06,170.56,Keyboard
2312,488,2023-04-20,290.02,Monitor
2313,489,2025-01-23,311.02,Speaker
2314,489,2024-02-06,158.38,Tablet
2315,489,2023-12-31,176.64,Speaker
2316,489,2025-09-28,147.12,Webcam
2317,490,2023-01-23,216.57,Tablet
2318,490,2024-06-10,477.2,Tablet
2319,491,2024-07-25,326.04,Speaker
2320,491,2025-09-09,430.73,Speaker
2321,491,2025-02-06,366.02,Speaker
2322,491,2025-06-09,617.35,Phone
2323,491,2023-09-02,316.57,Phone
2324,491,2024-03-17,750.22,Tablet
2325,491,2024-05-30,130.53,Webcam
2326,492,2025-02-09,53.63,Keyboard
2327,493,2024-05-21,393.62,Speaker
2328,494,2025-08-15,59.28,Keyboard
2329,494,2025-05-01,120.13,Monitor
2330,494,2023-11-25,422.36,Phone
2331,494,2025-10-18,597.23,Tablet
2332,494,2023-11-07,187.74,Monitor
2333,494,2025-08-04,787.72,Tablet
2334,494,2025-08-15,106.71,Mouse
2335,495,2023-07-24,236.91,Webcam
2336,495,2024-04-22,1133.8,Laptop
2337,495,2023-04-23,2148.19,Laptop
2338,495,2023-11-17,316.93,Speaker
2339,495,2025-04-11,70.92,Webcam
2340,496,2025-03-12,130.3,Monitor
2341,496,2024-04-01,567.31,Monitor
2342,496,2024-02-08,982.37,Phone
2343,496,2024-08-25,32.46,Charger
2344,497,2024-11-06,34.97,Keyboard
2345,497,2026-01-11,699.81,Tablet
2346,497,2023-02-04,764.15,Monitor
2347,497,2024-04-26,89.87,Keyboard
2348,497,2024-02-28,401.36,Speaker
2349,497,2023-12-02,35.55,Charger
2350,498,2023-08-30,20.81,Charger
2351,498,2024-04-22,79.88,Charger
2352,498,2023-02-27,147.65,Speaker
2353,498,2023-03-04,387.49,Headphones
2354,499,2025-10-27,2455.09,Laptop
2355,499,2025-10-15,1124.23,Phone
2356,499,2024-11-03,433.08,Speaker
2357,499,2023-05-21,135.28,Webcam
2358,499,2024-08-13,30.74,Charger
2359,499,2025-01-10,380.85,Phone
2360,500,2023-09-05,196.82,Keyboard
2361,500,2024-12-12,40.0,Mouse
2362,500,2025-09-17,192.65,Headphones
2363,500,2024-09-03,51.01,Keyboard
2364,500,2025-05-30,719.73,Phone
2365,500,2023-09-19,238.19,Webcam
2366,500,2025-07-29,489.99,Monitor
2367,500,2024-12-08,939.82,Laptop
2368,501,2024-05-20,196.1,Webcam
2369,501,2023-07-05,580.93,Monitor
2370,502,2024-03-18,98.73,Webcam
2371,502,2024-12-27,50.68,Mouse
2372,502,2024-03-22,36.43,Mouse
2373,502,2023-11-22,1094.75,Phone
2374,502,2025-08-18,284.16,Webcam
2375,503,2024-12-23,214.74,Webcam
2376,503,2024-04-05,71.33,Mouse
2377,503,2023-09-29,319.22,Phone
2378,503,2025-07-18,66.09,Mouse
2379,504,2023-08-06,98.09,Charger
2380,504,2024-06-03,192.06,Tablet
2381,504,2023-02-14,168.52,Headphones
2382,504,2023-07-30,86.74,Charger
2383,504,2023-04-10,27.19,Mouse
2384,505,2024-06-09,635.37,Monitor
2385,505,2025-05-26,65.46,Charger
2386,505,2025-01-29,59.85,Mouse
2387,505,2024-08-13,95.76,Charger
2388,505,2023-08-27,172.97,Webcam
2389,505,2024-05-22,649.2,Tablet
2390,505,2024-08-23,322.19,Phone
2391,506,2025-05-22,169.29,Webcam
2392,507,2023-02-27,937.8,Phone
2393,507,2025-09-21,698.13,Phone
2394,507,2024-11-23,2452.52,Laptop
2395,507,2025-10-19,94.64,Mouse
2396,508,2024-06-05,55.97,Keyboard
2397,508,2024-09-24,67.97,Charger
2398,508,2023-10-22,861.08,Phone
2399,508,2024-06-09,395.41,Speaker
2400,509,2025-08-28,167.47,Webcam
2401,509,2023-03-13,479.71,Monitor
2402,509,2025-10-14,295.98,Speaker
2403,509,2024-04-02,2484.21,Laptop
2404,509,2024-06-05,583.63,Phone
2405,510,2025-06-15,174.99,Keyboard
2406,510,2025-06-20,159.51,Webcam
2407,510,2023-03-21,1100.68,Laptop
2408,511,2025-03-23,469.46,Tablet
2409,511,2023-04-15,353.1,Tablet
2410,512,2023-08-11,78.24,Mouse
2411,513,2025-02-28,358.42,Speaker
2412,513,2023-04-28,54.93,Charger
2413,513,2023-05-04,434.46,Speaker
2414,513,2023-08-24,75.08,Speaker
2415,513,2023-09-11,446.28,Monitor
2416,513,2023-06-26,96.37,Mouse
2417,513,2025-04-10,160.3,Keyboard
2418,514,2023-09-29,324.34,Monitor
2419,514,2024-01-19,1803.79,Laptop
2420,514,2023-06-10,694.01,Tablet
2421,514,2024-07-31,167.62,Keyboard
2422,514,2024-07-26,17.29,Charger
2423,514,2024-06-27,94.7,Keyboard
2424,514,2023-05-25,58.32,Mouse
2425,515,2024-10-21,136.66,Headphones
2426,515,2024-07-05,514.77,Monitor
2427,515,2023-05-07,1068.94,Phone
2428,516,2025-02-22,537.59,Phone
2429,516,2024-10-02,1715.31,Laptop
2430,516,2025-05-14,1583.55,Laptop
2431,516,2023-04-25,89.53,Mouse
2432,516,2025-04-13,47.33,Mouse
2433,516,2024-10-26,192.88,Webcam
2434,517,2025-10-12,55.14,Mouse
2435,517,2024-09-25,1008.33,Phone
2436,517,2026-01-02,890.86,Phone
2437,517,2023-09-16,167.59,Headphones
2438,517,2025-05-19,415.16,Speaker
2439,517,2023-06-06,58.33,Keyboard
2440,517,2023-12-06,354.33,Monitor
2441,518,2024-12-15,38.25,Mouse
2442,518,2023-09-23,1040.38,Phone
2443,518,2023-07-17,146.34,Speaker
2444,518,2024-02-28,133.27,Monitor
2445,519,2024-01-07,268.6,Headphones
2446,519,2024-01-25,917.71,Phone
2447,519,2023-04-16,23.05,Charger
2448,519,2025-10-16,76.47,Keyboard
2449,519,2025-12-15,83.1,Charger
2450,519,2025-06-03,151.05,Webcam
2451,519,2023-02-25,165.26,Keyboard
2452,520,2023-04-10,453.25,Monitor
2453,520,2025-10-13,403.04,Monitor
2454,520,2026-01-06,191.01,Speaker
2455,520,2024-01-04,66.32,Mouse
2456,521,2025-01-31,131.27,Speaker
2457,521,2023-03-25,1867.33,Laptop
2458,521,2023-03-25,438.22,Speaker
2459,522,2023-12-25,57.43,Charger
2460,522,2024-01-15,109.66,Webcam
2461,522,2023-09-13,414.02,Speaker
2462,523,2023-08-20,76.76,Charger
2463,523,2025-03-06,1687.86,Laptop
2464,523,2024-05-29,108.62,Keyboard
2465,523,2024-06-03,102.67,Headphones
2466,523,2024-09-11,690.89,Monitor
2467,523,2025-09-30,54.61,Mouse
2468,523,2025-11-25,833.93,Phone
2469,523,2024-09-24,47.37,Mouse
2470,524,2023-02-17,552.23,Monitor
2471,525,2025-03-21,43.39,Mouse
2472,525,2024-04-12,274.75,Tablet
2473,525,2025-02-21,328.97,Headphones
2474,525,2023-02-24,424.91,Monitor
2475,526,2025-11-24,496.08,Speaker
2476,526,2026-01-05,100.57,Mouse
2477,526,2024-10-24,1143.38,Laptop
2478,526,2025-05-22,195.5,Monitor
2479,526,2023-05-04,652.77,Monitor
2480,526,2023-03-22,561.07,Monitor
2481,526,2023-11-25,568.79,Tablet
2482,526,2025-07-23,2438.44,Laptop
2483,527,2023-03-15,513.9,Phone
2484,527,2023-12-09,707.02,Monitor
2485,527,2024-01-10,135.55,Mouse
2486,527,2025-07-12,596.9,Phone
2487,528,2025-02-20,303.43,Tablet
2488,528,2023-01-30,77.43,Charger
2489,528,2024-07-14,721.96,Phone
2490,528,2026-01-13,95.72,Charger
2491,528,2023-05-24,163.31,Speaker
2492,529,2025-07-10,973.19,Phone
2493,529,2024-08-12,85.98,Keyboard
2494,529,2025-03-19,77.67,Charger
2495,529,2023-10-01,377.43,Headphones
2496,529,2024-09-26,100.5,Headphones
2497,529,2023-12-15,289.17,Tablet
2498,530,2023-09-12,407.63,Monitor
2499,530,2025-05-01,704.03,Monitor
2500,530,2023-01-30,1633.61,Laptop
2501,531,2025-09-20,122.78,Keyboard
2502,532,2025-09-12,217.51,Webcam
2503,532,2024-03-31,715.6,Monitor
2504,532,2024-03-06,385.95,Tablet
2505,532,2025-06-01,169.63,Keyboard
2506,532,2024-08-22,1897.18,Laptop
2507,532,2025-03-22,17.96,Charger
2508,532,2024-09-13,1974.16,Laptop
2509,532,2023-09-24,138.54,Headphones
2510,532,2023-11-28,53.3,Mouse
2511,533,2025-08-19,734.91,Phone
2512,533,2024-02-21,350.18,Headphones
2513,533,2024-06-21,11.1,Mouse
2514,533,2023-11-19,139.85,Mouse
2515,533,2024-06-10,310.62,Monitor
2516,533,2024-02-27,154.1,Headphones
2517,533,2024-09-19,745.33,Tablet
2518,534,2023-07-23,179.51,Keyboard
2519,534,2025-10-25,120.5,Mouse
2520,534,2024-04-06,706.51,Monitor
2521,534,2024-12-20,162.48,Webcam
2522,535,2023-03-04,132.75,Mouse
2523,536,2024-12-11,1024.4,Phone
2524,536,2025-08-13,454.43,Monitor
2525,536,2025-10-26,101.55,Keyboard
2526,536,2025-11-27,382.0,Speaker
2527,536,2025-03-24,220.75,Webcam
2528,536,2024-10-10,1890.33,Laptop
2529,536,2023-12-02,559.6,Tablet
2530,537,2023-11-02,38.01,Mouse
2531,537,2023-07-13,319.61,Monitor
2532,537,2023-03-24,310.83,Phone
2533,537,2024-09-11,230.73,Headphones
2534,537,2023-07-03,700.52,Tablet
2535,538,2023-12-04,120.97,Mouse
2536,538,2023-11-25,106.75,Keyboard
2537,538,2025-06-22,319.44,Tablet
2538,539,2024-04-26,239.06,Monitor
2539,539,2025-12-25,61.46,Mouse
2540,539,2025-12-01,132.69,Mouse
2541,540,2023-12-17,34.08,Charger
2542,541,2025-07-28,68.26,Charger
2543,541,2024-05-04,1174.13,Phone
2544,541,2024-08-01,141.62,Headphones
2545,541,2025-01-08,182.36,Tablet
2546,541,2023-04-13,51.46,Charger
2547,541,2025-10-21,204.48,Monitor
2548,541,2025-09-17,58.92,Keyboard
2549,541,2024-01-10,24.97,Charger
2550,541,2025-06-17,245.82,Speaker
2551,541,2024-02-14,255.09,Webcam
2552,542,2023-12-21,70.81,Webcam
2553,542,2025-03-22,116.69,Headphones
2554,542,2023-02-24,301.57,Monitor
2555,543,2024-05-14,260.03,Headphones
2556,543,2023-02-07,608.7,Monitor
2557,543,2023-12-21,196.42,Headphones
2558,544,2023-10-27,120.94,Mouse
2559,544,2024-06-20,1293.33,Laptop
2560,544,2023-12-05,264.84,Monitor
2561,544,2025-03-05,275.91,Webcam
2562,544,2024-09-13,129.09,Keyboard
2563,545,2024-06-10,74.63,Webcam
2564,545,2024-12-30,195.65,Keyboard
2565,545,2024-09-17,106.16,Mouse
2566,545,2025-08-10,109.18,Mouse
2567,546,2023-10-02,36.78,Charger
2568,546,2025-02-20,757.0,Phone
2569,546,2025-02-02,1365.87,Laptop
2570,546,2025-06-08,214.83,Headphones
2571,547,2025-08-03,75.31,Charger
2572,547,2024-04-06,809.11,Laptop
2573,548,2025-11-20,328.85,Speaker
2574,548,2024-02-09,784.27,Monitor
2575,548,2023-05-19,52.48,Keyboard
2576,548,2025-09-02,68.51,Speaker
2577,548,2023-07-04,319.19,Tablet
2578,548,2023-01-19,271.78,Speaker
2579,548,2023-03-08,179.24,Keyboard
2580,549,2025-09-07,244.82,Speaker
2581,549,2023-04-06,181.79,Monitor
2582,549,2023-02-05,2463.48,Laptop
2583,549,2024-03-20,266.64,Webcam
2584,549,2023-01-19,623.48,Monitor
2585,549,2024-05-04,49.61,Mouse
2586,550,2024-12-10,529.05,Monitor
2587,550,2024-09-02,461.88,Monitor
2588,550,2025-06-19,134.97,Mouse
2589,550,2023-09-23,155.27,Keyboard
2590,550,2023-06-19,238.56,Webcam
2591,550,2023-04-12,511.19,Tablet
2592,551,2024-08-12,53.84,Webcam
2593,551,2023-12-19,185.47,Tablet
2594,551,2025-10-18,173.31,Tablet
2595,551,2023-11-11,214.49,Monitor
2596,551,2024-11-06,153.47,Webcam
2597,551,2024-08-20,50.61,Webcam
2598,551,2023-05-17,198.1,Keyboard
2599,551,2024-03-28,268.34,Speaker
2600,552,2024-10-28,69.25,Webcam
2601,552,2025-10-30,230.38,Tablet
2602,552,2023-02-22,403.73,Phone
2603,553,2024-04-25,420.16,Speaker
2604,553,2023-03-14,90.73,Charger
2605,553,2023-07-24,33.05,Charger
